ResponseId,R1_Drinking water from plastic bottles that contain Bisphenol A (BPA),R1_Eating food with phthalates transferred from plastic packaging,R1_Taking pharmaceutical products that contain parabens used as preservatives,R1_Eating foods that contain per- and polyfluoroalkyl substances (PFAS),R1_Consuming fish caught in waters contaminated with Brominated Flame Retardants (BFRs),R1_Eating fruits and vegetables treated with pesticides,R1_Applying body lotions containing Bisphenol A (BPA) directly to the skin,R1_Using deodorants with phthalates in their fragrance,R1_Using sunscreens that contain parabens as preservatives,R1_Applying face creams containing per- and polyfluoroalkyl substances (PFAS) directly to the skin,R1_Sleeping on a mattress that contains Brominated Flame Retardants (BFRs),R1_Using insect repellents with pesticides on the skin,R1_Breathing in Bisphenol A (BPA) particles from indoor dust,R1_Breathing air containing phthalates from indoor air fresheners,R1_Breathing in paraben particles from indoor dust,R1_Breathing in per- and polyfluoroalkyl substances (PFAS) particles while spending time in a carpeted indoor space,R1_Breathing in brominated flame retardants (BFRs) released from electronic devices,R1_Breathing air containing pesticides that have migrated from landfills,R2_Drinking water from plastic bottles that contain Bisphenol A (BPA),R2_Eating food with phthalates transferred from plastic packaging,R2_Taking pharmaceutical products that contain parabens used as preservatives,R2_Eating foods that contain per- and polyfluoroalkyl substances (PFAS),R2_Consuming fish caught in waters contaminated with Brominated Flame Retardants (BFRs),R2_Eating fruits and vegetables treated with pesticides,R2_Applying body lotions containing Bisphenol A (BPA) directly to the skin,R2_Using deodorants with phthalates in their fragrance,R2_Using sunscreens that contain parabens as preservatives,R2_Applying face creams containing per- and polyfluoroalkyl substances (PFAS) directly to the skin,R2_Sleeping on a mattress that contains Brominated Flame Retardants (BFRs),R2_Using insect repellents with pesticides on the skin,R2_Breathing in Bisphenol A (BPA) particles from indoor dust,R2_Breathing air containing phthalates from indoor air fresheners,R2_Breathing in paraben particles from indoor dust,R2_Breathing in per- and polyfluoroalkyl substances (PFAS) particles while spending time in a carpeted indoor space,R2_Breathing in brominated flame retardants (BFRs) released from electronic devices,R2_Breathing air containing pesticides that have migrated from landfills,R3_Drinking water from plastic bottles that contain Bisphenol A (BPA),R3_Eating food with phthalates transferred from plastic packaging,R3_Taking pharmaceutical products that contain parabens used as preservatives,R3_Eating foods that contain per- and polyfluoroalkyl substances (PFAS),R3_Consuming fish caught in waters contaminated with Brominated Flame Retardants (BFRs),R3_Eating fruits and vegetables treated with pesticides,R3_Applying body lotions containing Bisphenol A (BPA) directly to the skin,R3_Using deodorants with phthalates in their fragrance,R3_Using sunscreens that contain parabens as preservatives,R3_Applying face creams containing per- and polyfluoroalkyl substances (PFAS) directly to the skin,R3_Sleeping on a mattress that contains Brominated Flame Retardants (BFRs),R3_Using insect repellents with pesticides on the skin,R3_Breathing in Bisphenol A (BPA) particles from indoor dust,R3_Breathing air containing phthalates from indoor air fresheners,R3_Breathing in paraben particles from indoor dust,R3_Breathing in per- and polyfluoroalkyl substances (PFAS) particles while spending time in a carpeted indoor space,R3_Breathing in brominated flame retardants (BFRs) released from electronic devices,R3_Breathing air containing pesticides that have migrated from landfills
R_3BkOiuLdJpim6qt,,6,,,5,4,,,,,,,3,,2,,,1,4,,,5,,,,,,,,6,,2,,1,3,,,,4,,,,2,6,3,5,1,,,,,,,
R_6D752Q8cSLye60F,1,,,,,6,4,,2,5,,,,,,,3,,,2,,1,,,,6,,,,,3,5,,4,,,,,2,,6,,,,,,3,5,,,1,,,4
R_6ff6bQYPJLUesi0,,6,,3,4,2,,,,,,1,,,,,,5,2,,,,,,,,,,1,,3,,4,6,5,,,,6,,,,3,1,5,4,,,,2,,,,
R_5I41M0ejXneKbXj,1,2,,5,,,,,,,,,3,,6,4,,,,,,,2,5,,1,,,,3,,4,,,6,,,,4,,,,1,,3,2,5,,,,,,,6
R_50wnw0LYcLsASAh,,,,3,1,4,,,,,,5,,,6,,,2,,1,3,,,,4,,2,6,5,,,,,,,,3,,,,,,,6,,,,,1,2,,5,4,
R_2rUsARXdQuQchGv,,,,2,3,1,6,,,4,,5,,,,,,,,,1,,,,,2,3,,5,,,4,,,,6,2,5,,,,,,,,,,,4,,3,1,6,
R_5VjOm6sIRAzFl95,,,,4,,3,5,,,6,,2,,,,,,1,2,4,3,,1,,,6,5,,,,,,,,,,,,,,,,,,,,1,,5,2,6,4,3,
R_6Hqx0aLmzpUBBhX,2,3,1,,4,,,6,,5,,,,,,,,,,,,4,,3,2,,1,,,5,,6,,,,,,,,,,,,,,,1,,4,,5,3,2,6
R_6IAFz0tKwxHwMST,1,2,,,4,3,,,,,,,6,,,5,,,,,,1,,,6,,5,,2,4,,,3,,,,,,6,,,,,2,,1,,,,4,,,3,5
R_7EcIadIpgAUAKo5,,,,6,3,2,,,,,4,1,,,,,,5,,,,,,,1,,2,,,,3,6,5,4,,,6,5,4,,,,,3,,2,,,,,,,1,
R_68ILotlqeBsIzgo,,,,,,,,,,,5,,1,6,2,4,,3,1,2,,3,,4,6,5,,,,,,,,,,,,,6,,5,,,,4,1,,3,,,,,2,
R_75tkNPi3eDzT5Hp,,,,,,,,,,,,6,,1,4,3,2,5,4,5,,2,,3,,,,6,,,1,,,,,,,,4,,2,,6,5,3,,1,,,,,,,
R_1WUq8d3vb8Cy3qm,,,,,2,,,6,5,,,4,,,,,3,1,,,3,2,,,,,,1,6,,4,,,5,,,5,3,,,,4,1,,,,,,,2,6,,,
R_5tSlXrCN8GWjKiR,5,1,,4,,2,,,,,,,,,,6,3,,,,6,,,,5,,,,,,1,2,3,,,4,,,,,5,,,2,4,6,3,1,,,,,,
R_7an7TGZq8d6P7dE,4,,,3,1,2,,,,,5,,,,,6,,,,,,,,,3,,,,,2,6,1,,,4,5,,1,4,,,,,3,2,5,,,,,6,,,
R_5OT1dj1C9x1F1Qd,,,,,,,,,6,5,3,1,,,,,2,4,,2,,4,1,6,,,,,,,,,3,5,,,6,,1,,,,4,5,,,,,3,2,,,,
R_1iHY0u8FDCKgwU5,3,1,,4,,6,,,,,,,5,,,,,2,,,,,2,,,5,,,1,6,,,,3,4,,,,3,,,,4,,5,6,,,,1,2,,,
R_8ANCyiBT0dd2jUv,,,,,6,3,,,4,,5,2,,,,,,1,,,,1,,,,,,5,,,2,6,4,3,,,3,5,1,,,,2,4,,,,,,,,,6,
R_1NUf3ypwg8j1bpL,5,,,,6,2,,,,,,1,,3,,,,4,,,,1,,,5,6,4,,,,3,,2,,,,,5,6,,,,,,,1,4,,,,,2,3,
R_5LL8nUZa5tbtHDb,,4,,3,2,1,,,,,,,6,,5,,,,2,,4,,,,,,6,,,5,,,,3,,1,,,,,,,3,5,,4,1,,,2,,,6,
R_5qqTXXoYPXJfZJW,4,,,1,2,3,,6,,,,5,,,,,,,,,4,,,,2,,6,,1,,,3,,5,,,,5,,,,,,,,1,,,2,,6,,4,3
R_1zBV8GDuBRYgbq1,1,3,,,6,4,2,,,,,,,,,,,5,,,2,3,,,,,,,4,1,6,,,,5,,,,,,,,,1,3,4,,,,6,2,5,,
R_5LifAZV2TO79XkB,,,,,5,,,,,,3,2,,,,4,6,1,3,,,5,,,6,,,,,,1,2,4,,,,,2,4,,,1,,3,6,5,,,,,,,,
R_70U4XLh26xQTE9u,,,2,,,,5,,4,3,6,,,,,,1,,,,,,5,,,,,,,,4,6,3,1,,2,6,4,,3,,2,,5,,,,1,,,,,,
R_8e5X7MHe8fOktTH,,6,,4,3,2,,,,,,5,,,,,,1,,,,,,,3,,6,,,,4,1,5,2,,,1,,4,,,,,2,,3,6,,,,,,5,
R_70Uv1rliJCJ9IVc,,6,2,3,1,4,,,,,,,,,,,,5,1,,,,,,,,,6,,,5,,2,4,3,,,,,,,,2,5,3,,6,1,,4,,,,
R_5ghVuCKjdI37V8I,,,3,,1,6,,5,,,,,4,,,,,2,1,3,,,,,,,,6,5,,,,4,2,,,,,,1,,,4,,5,,,6,,3,,,2,
R_3FDNDXy9CcBtGRA,,,5,,,2,4,,,3,,,,6,,,,1,,,,4,,,,,2,,,5,1,,6,,3,,5,3,,,4,,,1,,,2,,,,,6,,
R_716WcVrykFV2S7R,4,3,,5,,2,,,,,,,,,6,,,1,,,6,,1,,,,,,,,5,2,,4,3,,,,,,,,6,5,3,4,2,1,,,,,,
R_5DUOz4MIAOXWU2z,,,,,,,,,,,,2,5,3,4,6,,1,,5,6,,,,4,1,3,2,,,,,,,,,3,,,2,5,1,,,,,4,,,,,,6,
R_1zdUrXJPjINfVKN,,5,,,1,6,,,,,,,2,,,3,4,,,,,,,,6,,,3,4,1,,2,5,,,,3,,4,1,,,,6,5,,,,,,,,,2
R_1obwi7NTw6nf19k,,2,3,5,6,,4,,,,,1,,,,,,,2,,,,,1,,,,,,,5,4,3,,6,,,,,,,,,6,1,5,4,,,,,2,,3
R_5elEnH3k39H7gXO,1,4,,2,,3,,6,,,,5,,,,,,,,,4,,3,,2,,1,6,,,,,5,,,,,,,,,,,,,,6,,1,2,,4,3,5
R_1Vbqe8mPAXOJwxX,2,,5,4,,6,,,,,,3,,,,,,1,,2,,,3,,,4,,5,,,,6,,,1,,,,,,,,4,,3,,6,,1,,2,5,,
R_3Xo0xx9OQFyNg2J,,2,6,4,1,3,,,,5,,,,,,,,,1,,,,,,3,4,6,,2,5,,,,,,,,,,,,,,,,,,,2,6,5,3,1,4
R_1knzQDCVwBx1z06,2,,,,1,5,,,,,,3,,6,,,,4,,2,3,1,,,,,,,,,4,,5,,6,,,,,,,,2,1,4,3,6,,,,,5,,
R_7dMJp5hMtKhNkUK,1,4,3,2,5,,,,,,,6,,,,,,,,,,,,1,2,4,3,,,,,5,,,6,,,,,,,,,,,1,6,,4,,5,3,,2
R_6kB9k6BO5jlJ80T,,4,5,6,1,3,,,,,,,,,,,,2,,,,,,,3,6,4,2,5,1,,,,,,,6,,,,,,,,,,,,5,1,3,2,4,
R_3Y7SiFMRZTeLkJj,5,4,,,3,6,,,,,,,,,,2,,1,,,6,4,,,,,,,5,,3,1,2,,,,,,,,,,4,3,5,6,,2,,,,,1,
R_7t2UP7sjw88RwF6,,,,2,1,6,5,3,,,,,,4,,,,,3,2,,,,,,,4,6,,1,5,,,,,,,,4,,,,,,,,5,,,,3,1,6,2
R_5uEVLg7klTV0MQF,5,,1,4,,,,2,3,6,,,,,,,,,,1,,,,3,4,,,,,5,,,,,6,2,,,,,4,,,,,,6,,5,3,1,2,,
R_5HHSHVBCDcKcrqa,3,,,,,,,,,,,6,1,,2,5,,4,,5,,6,1,4,,,,,,,,2,,,3,,,,1,,,,4,6,3,5,2,,,,,,,
R_7i3fbF9FkKyRbKQ,,1,6,2,3,,,,,,,5,,,,,,4,3,,,,,1,,,2,,,,4,5,,6,,,,,,,,,1,4,,2,6,,,,3,,5,
R_6Y6dRbPJFEYiQeR,,6,,3,5,4,,,,1,,2,,,,,,,5,,,,,,1,,2,,4,,3,,,,,6,,,6,,,,,2,,,,,,4,5,1,3,
R_1OL6HmGHSGWVpHH,6,,,2,,,,,,,1,,4,,3,,,5,,,5,,,1,,,2,,,,,4,,6,3,,,4,,,6,,3,5,,2,,1,,,,,,
R_1s0qYrP9SdiHpx8,,,,,4,5,,,3,,,2,,,,,6,1,6,,5,1,,,4,3,,2,,,,,,,,,,3,,,,,,,,,5,,2,1,4,6,,
R_1JeYuQtyIFw0GkN,2,6,,1,,3,,,,,,4,,,,,5,,,,4,,,,,1,3,2,,,,5,,6,,,,,,,2,,1,,,,5,,4,,3,,,6
R_5grFV3kMpQVN4A1,,,,3,1,4,,,,,,2,6,,,,,5,5,4,,,,,,,,,,,,6,1,3,2,,,,1,,,,5,4,3,2,6,,,,,,,
R_3HptkxDz5ZGhknS,5,3,6,4,,2,,,,,,1,,,,,,,,,,,1,,3,5,2,4,,,,,,,6,,,,,,,,,,,,5,,1,2,3,4,,6
R_5zeQz0vpsRkNJGp,,,,,3,2,,,,,,,4,,5,6,,1,5,,,2,,,6,,,4,,3,,,,,1,,,1,5,,,,,3,4,,2,,,6,,,,
R_5tfeAtNTiozoTKx,,6,4,5,,3,,,,,,2,,,,,,1,4,,,,1,,3,,,5,6,,,,2,,,,,,,,,,,5,4,,,,3,6,,1,2,
R_3o54DnwYEG2rHYt,,3,,2,,1,,,,,,,5,,6,,,4,3,,,,2,,6,5,,,,,,1,,4,,,,,3,,,,,,2,5,4,1,,,,,6,
R_5QVQ7VAtDiIxyCT,5,2,4,,,1,,3,,,,,,,,,,6,,,,1,4,,6,,2,,,,,5,,,3,,,,,,,,,,,2,6,1,3,,4,5,,
R_52myWOZjoEBaflQ,,,3,6,,,,,,,,4,,,,5,1,2,,3,,,,,1,,,,6,,5,2,4,,,,6,,,,4,2,,1,5,3,,,,,,,,
R_7NCgqq4rn5BuHpH,,5,,6,4,2,,,,,,1,,,,,,3,,,6,,,,1,3,,2,5,,,4,,,,,6,,,,,,,,1,,,,2,,3,5,4,
R_3KNNPM5oUUsgzCL,4,1,6,5,,2,,,,,,,,,3,,,,,,,,1,,,3,,,,,6,5,,4,,2,,,,,,,4,,1,3,6,2,,,,,5,
R_3D25ZPBXTPQ3ICX,4,3,,1,6,,,,,2,,,,,,5,,,,,,,,3,4,,,,,1,5,6,,,,2,,,6,,,,,2,1,,4,,,,3,,5,
R_1yOtoy1ognIEnHH,,,,5,2,1,,,,,,4,,6,,,,3,1,2,4,,,,,3,,,,,6,,5,,,,,,,,,,3,,2,4,6,,,,,1,5,
R_5RfonKHwe6yoQbG,,,6,,5,2,,,,,,3,,4,,,,1,4,3,,1,,,,2,6,,5,,,,,,,,,,,,,,5,,,6,,,4,,3,2,1,
R_1n4qqZJ4XVS6zOp,,,,4,3,,,,5,,,2,,,,,6,1,2,,,,,6,,5,,,4,,,3,,1,,,,1,4,,,,3,,,2,,,5,,6,,,
R_3oZN1hZpGXYkbSD,,,,,3,,1,,6,,,4,5,,,2,,,,6,4,3,,5,,,,1,,,,,,,,2,6,,,,,,,4,,,5,,,3,1,,2,
R_7IZ7f5tJti0SKqO,,4,6,3,,2,,,,,,,,,,,5,1,,,,,,,,,,,5,6,2,3,1,4,,,2,,,,1,,6,3,4,5,,,,,,,,
R_7jUv5ORGVlZ1MiD,,,,,,1,,,,,,3,4,,5,6,,2,,,6,3,1,,,,,2,5,,,,,,4,,3,2,,,,,5,6,4,,,,,1,,,,
R_3D11ZfKxU7oKqKk,5,,,,3,4,,,,,6,1,,,,,,2,,1,,3,,,2,,,5,,,,4,,,6,,,,1,,,,,3,2,,,,5,,6,4,,
R_60xe770zf3BWBsV,,,,,,1,6,,,,,,5,4,2,,,3,,4,,6,5,,,,3,,,,,,,1,2,,3,,5,,,,,2,,4,6,1,,,,,,
R_7m9u2k4y473FY6u,2,3,1,,,4,,5,,,,,,,,,,6,,,,1,4,,3,,5,,6,2,,,,,,,,,,,,,,,,6,,,2,5,3,4,1,
R_3OV99KqROkbJIk9,5,,,,2,,,,3,,,,4,,,,6,1,,,,1,,5,2,6,,,,,,3,,4,,,,6,2,,,,,,,4,1,5,,,3,,,
R_5CPVguWVnKbpIIJ,1,2,,5,6,,,,,,,,,,4,,,3,,,5,,,2,,,,4,,,1,3,,,6,,,,,,,,3,1,6,,4,5,,,,2,,
R_77HwSWpF9b4GtWt,,,3,,,,,,,,,,6,5,2,4,,1,5,3,,4,2,6,,,,,,,,,,,1,,,,,,,,5,6,3,4,2,1,,,,,,
R_72sAMPnc0zMxKOm,4,3,,2,5,1,,,,,,6,,,,,,,,,,,,,4,2,3,1,,,,5,,,6,,,,6,,,,,,,,3,,4,,1,5,,2
R_5WqGPnhkMRIcFtD,,,,,2,1,,,,,,,6,3,,4,,5,,,,4,,,6,,,5,,3,,,2,,1,,5,6,2,,,,,4,1,,3,,,,,,,
R_3lxKQlHp2Y3p03O,3,,,,6,5,,,,1,,4,,,,2,,,,4,,1,,,2,,6,,,,5,,,,,3,,,4,,,,,3,,,1,,,5,2,,6,
R_7RwdjuUamcPOnLP,2,,,,3,1,,,5,,,,,6,,,,4,,1,6,2,,,,,,5,,,4,,3,,,,,,,,,,4,6,,,5,3,,,,2,1,
R_3CwP9GOpCJ12AKj,,2,6,1,4,3,,,,,,,,,,,,5,3,,,,,,2,5,4,6,,1,,,,,,,,,,,,,,,,,1,,6,2,4,3,5,
R_7DHlc4tT09ElMU9,5,,2,,,1,,,,,,3,,6,,4,,,,2,,1,5,,,,6,,,,3,,4,,,,,,,,,,1,3,,2,4,,,,,,5,6
R_1M2x26c9cxFIkMh,,4,,2,3,1,,,,,,5,,,,,6,,2,,6,,,,5,,3,4,,,,,,,,1,,,,,,,,6,,,2,,3,1,4,5,,
R_7Sbu5BNWR9xW6l3,6,,3,,5,2,,,4,,,,,,,,,1,,2,,3,,,4,6,,5,,1,,,,,,,,,,,,,,,,,6,,1,5,2,3,4,
R_79NNR0lIAzWjD9v,,,4,3,1,,,,,,,6,2,5,,,,,2,,,,,3,4,,,,6,,,,5,,,1,,1,,,,,,3,6,5,,,,,,2,4,
R_1NCdwcX7RoKvDKi,1,,,,4,2,5,,6,,,3,,,,,,,,3,,1,,,,5,,4,2,,,,,,6,,,,1,,,,,,,,,,4,5,6,3,,2
R_3EvE4pjHwVE2ONr,4,5,2,,,6,,,,,,,,,1,,3,,,,,2,5,,,4,6,,,,,,,1,,3,,,,,,,4,,,3,6,5,2,1,,,,
R_6jdr4BCOwvoyHQp,,4,,,,5,,,,,,6,3,,1,,,2,4,,3,1,,,,,,6,,,,,,5,2,,,,,,1,,2,5,4,,3,,,6,,,,
R_3KxAHa0GZqtLr7r,,,,,6,,,,,,,1,3,,4,5,,2,,6,,1,,,3,,5,,,,,2,,,4,,3,,1,,,5,,4,,2,6,,,,,,,
R_1MCxF6y75s3s8g1,6,,,,,5,,,,,3,,2,4,,1,,,,1,,3,5,,6,2,,4,,,,,,,,,,,4,,,,,,5,,,6,,,3,,1,2
R_5qrzaH4UeEZ9yXj,1,6,,,5,,,,,,,4,,,3,,,2,,,,,,4,5,6,,3,,,1,2,,,,,,,1,3,,,,,4,,6,,,,,5,2,
R_6qJ0DILrwhlVise,3,,,,,,,2,6,,4,,,1,5,,,,,,,2,,3,,,,6,,5,4,,,1,,,,4,5,,3,,6,,,,,,,,,,1,2
R_3V9JwGkWrqGVc6i,,,,,,,,,,,,,4,5,6,3,2,1,,2,3,4,1,5,,,6,,,,,,,,,,5,,,,,,2,3,,1,6,4,,,,,,
R_6YAkGsZchAGwZtT,5,,4,1,,3,,,,,,,,,,,6,2,,1,,,3,,,,,,6,5,,4,,2,,,,,,,,,3,2,4,5,,,6,,1,,,
R_5HnwxtePf4JoyPi,,,4,3,,1,,,,,,,6,5,,,,2,5,4,,,,,,,6,,,,,,2,3,1,,,,,,3,,4,6,,2,5,1,,,,,,
R_1aqPxf9586PvtWa,,,3,1,6,4,,,,,,,,,5,,2,,6,3,,,,,,,,,2,5,,,,1,,4,,,,,,,5,4,6,3,,,1,2,,,,
R_60GwT2f5OGtCdie,6,,,,,,3,4,5,,,2,,,,,,1,,,3,5,,1,,,,2,,,6,,4,,,,,1,,,4,,,,,,5,,,2,,3,6,
R_1pPS4sQQdgr2tYp,2,,,4,,,,5,3,6,,1,,,,,,,,3,4,,5,1,2,,,,,,,,,,,6,,,,,,,,,,,6,,2,5,4,3,1,
R_3uUsiM7ecN1mAgR,,,,,,,,,,,,,1,6,2,5,3,4,3,5,6,4,1,2,,,,,,,,,,,,,,,,,,,3,5,4,6,1,2,,,,,,
R_1zBxsiD4hDoI14m,2,,,4,,1,3,,,6,,5,,,,,,,,3,5,,2,,,,1,,4,,,,,6,,,,,,,,,,3,,,,,4,5,2,,6,1
R_7q4kGHLdPFQ9LD2,2,,,6,,4,1,,5,,,,3,,,,,,,6,,,2,,,4,,1,,,,,,,3,5,,,1,,,,,,,,5,2,,6,4,3,,
R_71Go6cgbEbIZEDc,,5,,2,1,6,,,,,,3,,,,,,4,5,,6,,,,2,3,4,1,,,,,,,,,,,,,,,,,,,6,,1,4,3,2,5,
R_5EEJFDdETAgM2Ei,,,,6,5,1,3,,,,,2,4,,,,,,2,1,,,,,,4,,3,,,,,5,,,6,,,5,,,,,,6,,1,,,3,,4,2,
R_5hziOknY8rivq9Z,,,,,,,,,,,,,1,4,2,5,6,3,,,,1,4,,5,6,3,2,,,,,,,,,5,4,2,,,3,,,,,6,1,,,,,,
R_7gnXcy2bBi382HI,3,,,,1,4,,,,,6,,,,,,5,2,,3,4,,,,,,,,,6,5,,2,1,,,,,,1,,,3,4,6,5,,,,2,,,,
R_7CDcn7TYro1lstl,5,4,3,,1,,,,,,,2,,,6,,,,,,,1,,5,,,,,,,3,2,,4,6,,,,,,,,3,6,1,4,5,,,,,,,2
R_3aP6vZu9p4xxxZp,3,,4,6,,1,,,,,,,,,5,,,2,,3,,,,,,,,4,5,,1,2,,,6,,,,,,5,,2,6,3,,,4,,,,1,,
R_7MRj244v4pu0nnq,,,1,2,,,4,,3,6,,5,,,,,,,3,1,,,,2,,,,,,,5,6,,4,,,,,,,4,,,3,,,5,,,,2,,6,1
R_7kiVKHW29yh0nO2,,,5,,1,6,,,,,,4,,,,,3,2,5,,,2,,,6,,,3,4,,,1,,,,,,3,,,,,,5,4,,,,1,,6,2,,
R_1AF0ejA1ykUO9B7,6,2,5,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,1,6,5,3,4,,2,,,,,,,4,5,3,2,6,,,,,,1,
R_1x0ruauNsLcFYmR,2,,6,,,,3,,,1,,,5,,,,4,,,,,,,,,1,,,5,,,6,2,3,,4,,4,,2,3,6,,,1,,,5,,,,,,
R_3AMdlvo6PH3DF4P,3,2,,,1,,5,4,,,,,,6,,,,,,,,,,,,,,3,,1,5,,2,,6,4,,,6,1,,4,,,3,,5,,,,,2,,
R_5jepg7xE1xPrLwX,4,,,5,,1,,3,2,,,6,,,,,,,,2,1,,,,5,,,6,,,,3,,,,4,,,,,1,,,,,,6,,5,,3,2,4,
R_7whKk8asCJPKfYC,2,,3,5,1,4,,,,,,6,,,,,,,,,,,,,,3,5,4,6,,,,,,1,2,,6,,,,,4,,,,,,1,3,5,2,,
R_72SvWaa57wF0thL,,,6,,,,,,,,5,,3,,4,,2,1,5,3,,,4,1,,6,,,,,,2,,,,,,,,3,,,6,,5,4,,2,,,,1,,
R_1svXo3HXV9vbftn,6,1,,,,4,,,5,,,,,,3,,,2,,,,5,6,,2,,,1,,4,3,,,,,,,,3,,,,,5,,,4,,,2,,1,6,
R_76VHmTkp1fCyq89,,,,,3,1,,,6,,,4,,5,,,,2,1,2,,6,,,,3,,,4,,,,,,5,,,,3,,,,2,,,4,,,1,,5,6,,
R_7JJziUsHzk6JoaU,1,3,5,,,6,,,2,,4,,,,,,,,,,,1,,,,,,,,2,6,,3,5,4,,,,,,3,,4,6,,5,,,,1,,,,2
R_1bZyqdOub8S7UU1,5,,,1,3,6,,,,,4,2,,,,,,,,3,6,,,,5,,,,,,4,2,,1,,,,,,,,,,6,3,5,,,,,1,,2,4
R_7wcYPKaGk4xZfwV,,,,,5,,,,,,1,,3,,,6,4,2,,,5,6,,,,4,,,,3,,2,1,,,,2,4,,,,1,5,,3,6,,,,,,,,
R_3hB4BLPHvUWN2Ol,,,6,,,2,,,,,,,4,5,3,,,1,6,4,,3,5,,,,,,,,,,,2,1,,,,,,,,2,6,5,4,3,1,,,,,,
R_7b4dysgQQhAyckw,,,6,,,1,,,,,,,3,,2,,4,5,4,5,,6,1,,,,,,,,,3,,2,,,,,,,,,5,1,4,2,6,3,,,,,,
R_1HGKt0baOonQ8DQ,,,,,5,1,,,,,3,4,,6,,,,2,,,,,,,1,,4,,,,2,,5,3,6,,1,5,2,3,,,,6,,4,,,,,,,,
R_533XYHCJ78DuVwm,,,,,1,,,3,,,,,,2,4,5,6,,,,,,,1,,,3,2,,4,6,,,,,5,3,1,4,2,,,5,,,,6,,,,,,,
R_6OUamuAxXg1U6Zz,3,,5,1,,2,,,,,,6,,,,,,4,,,,,1,,,,,4,2,,5,,,6,3,,,2,,,,,5,4,6,,,,,3,1,,,
R_6JLEsw4vfWwpwVb,,4,,6,,,,,,,3,,,2,,5,,1,3,,5,,4,2,1,,,6,,,,,,,,,,,,,,,,3,5,,,2,4,,1,,6,
R_1mgRDF54EiILUFE,,5,,1,4,6,,,,,,,2,,3,,,,2,,6,,,,,,,,4,,,,,3,5,1,,,,,,,3,4,5,2,,6,,1,,,,
R_5KpRcSPsIdKqsAj,2,,,,1,,,,5,,,4,3,,,,6,,,,,1,,,,6,,,3,,,2,,4,,5,,3,4,,,2,5,,,6,,,,,1,,,
R_7cqlRd6orpelK1M,6,,,,,2,,,,,5,,3,4,,1,,,,3,4,,,,,6,,,,,,,5,,2,1,,,,3,1,,2,,5,4,,6,,,,,,
R_1LBe6Pz5VsPUluh,,,,,,,,,,,,,6,2,4,3,5,1,3,,2,,1,,5,,,6,4,,,,,,,,,3,,1,,2,,6,4,,,5,,,,,,
R_3JeZHUMDkrxLXav,6,5,4,2,3,1,,,,,,,,,,,,,,,,,,,2,3,,5,,6,,4,,,,1,,,,,,,,,1,,3,,6,,4,5,2,
R_6b1TdYhNv7abcYN,,,4,,,,2,,5,,3,,6,,,1,,,3,,,,,,,,,6,,2,,4,,,5,1,,5,,2,4,6,,1,,,,,,,3,,,
R_1XhCKKGFK56A6Vb,,,,,2,,4,6,3,,,5,,,,,1,,,1,,2,,3,,,,6,,,,5,4,,,,4,,6,,,,,,,,5,,2,,,1,,3
R_1b3NdcEFSj37483,,,,5,,,,,,,,,4,,6,3,2,1,,6,,,,3,1,5,,,,2,,4,,,,,5,,6,,2,,,,3,1,4,,,,,,,
R_6XdMMU2SGrhnFfD,3,,,,,2,5,4,6,,,1,,,,,,,,6,2,5,1,,,,,3,,,,4,,,,,,,,,,,,,,,1,,4,,2,3,5,6
R_5DPHfvmLRpO4tXP,4,3,,1,2,5,,,,,,,6,,,,,,,,1,,,,,4,,,,,,5,2,6,3,,,,,,,,1,,4,5,2,3,,,,,,6
R_3mFxAPtjwqrqVSE,,,,5,,6,,,,,,,2,,4,3,,1,,3,,,1,,,,,,6,5,,4,,,2,,6,,3,,,,2,4,5,1,,,,,,,,
R_6eyM7BJLUrxHe6D,,,6,,4,,,,,,5,2,,,,,3,1,,,,,,1,3,4,6,,,,,2,,5,,,4,3,,1,,,,,,2,,,6,,5,,,
R_3ZijQjoUpxfKqv7,,,,2,,6,,,,,,1,4,,5,,,3,2,1,,,6,,4,,,3,,,,,,5,,,,,1,,,,,5,4,,6,,,3,,,2,
R_5PJzksMcJv4YJ0t,4,,6,3,1,2,,,,,,,,,,5,,,,,,,,,,,1,,,2,4,5,3,,,6,,1,,,,,3,6,,2,5,,,,,,4,
R_15eQdspGXZ10Ew1,,,2,,,1,,,,,,,6,,5,4,,3,6,4,,1,2,,,,,,5,3,,,,,,,,,,,,,3,4,1,5,,,,2,,,6,
R_6GOlJPOxpMsEq7U,,,,,2,,,,5,4,,6,,3,,,1,,2,5,,6,,,,,,,1,,4,,3,,,,,,1,,,6,3,2,,,,,,,,4,,5
R_5irolFtWsPhZQpC,,6,4,1,,,,,2,3,,,,,,5,,,,,,,6,,,,,,3,5,4,,1,,2,,2,,,,,1,4,5,,,,,,6,,,,3
R_3VZz8GBJVTu2c6Z,,,,,,,,,,,,,5,6,4,2,3,1,,6,1,3,2,4,,,,,,5,,,,,,,1,,,,,,3,2,4,5,6,,,,,,,
R_1IfJ4XfEOTDLdMB,6,5,1,,,,,,,,,2,,3,,,,4,,,,4,,5,1,,3,2,,,,,6,,,,,,,,3,,,1,,,2,,6,,,5,4,
R_7vYwNRid5yNgV3e,,5,3,,,1,,,,,,2,,,6,,,4,,,,1,6,,,,,,,,3,5,,4,2,,6,,,,,,3,5,4,2,1,,,,,,,
